fecha,A Coruña,Vigo,Ourense,Santiago,Lugo
1981-09-27 06:00:00,12.2899475,11.760651,9.157135,10.82901,8.139557
1981-09-28 06:00:00,12.393463,13.123932,9.32901,10.842682,9.682526
1981-09-29 06:00:00,16.256744,15.784088,14.764557,15.2743225,14.387604
1981-09-30 06:00:00,16.51773,15.066559,11.966949,15.359528,13.002106
1982-06-01 06:00:00,12.209991,12.266632,11.516632,11.911163,11.180695
1982-06-02 06:00:00,13.914337,13.404572,13.806915,13.928009,14.10965
1982-06-03 06:00:00,12.845734,12.654327,12.271515,12.048859,10.8750305
1982-06-04 06:00:00,11.819855,12.044464,12.30423,11.202667,10.92923
1982-06-05 06:00:00,11.605988,11.639191,11.236847,9.951691,9.754425
1982-06-06 06:00:00,11.996246,12.781403,13.011871,11.289215,11.082184
1982-06-07 06:00:00,9.647369,11.004791,8.457916,8.080963,7.534088
1982-06-08 06:00:00,13.91153,12.919342,12.384186,12.464264,12.634186
1982-06-09 06:00:00,15.359039,14.380524,14.569977,14.730133,14.864899
1982-06-10 06:00:00,13.5000305,12.966827,12.732452,12.402374,12.425812
1982-06-11 06:00:00,11.49234,12.146637,12.041168,10.121246,9.339996
1982-06-12 06:00:00,13.657379,13.762848,12.673004,12.77652,11.598785
1982-06-13 06:00:00,13.573761,14.759308,14.3315735,13.364777,11.532745
1982-06-14 06:00:00,15.718048,15.317657,14.698517,14.882111,13.956329
1982-06-15 06:00:00,15.825104,15.209869,13.006744,15.174713,14.036041
1982-06-16 06:00:00,13.826324,14.789215,11.466949,13.080231,11.986481
1982-06-17 06:00:00,15.57608,15.04483,16.88858,14.496002,15.400299
1982-06-18 06:00:00,13.102203,13.3815,11.420563,11.8229065,10.067047
1982-06-19 06:00:00,10.278473,10.881989,8.553864,8.411285,8.96402
1982-06-20 06:00:00,13.222931,13.158478,12.074493,11.752228,11.66629
1982-06-21 06:00:00,16.677399,16.501617,16.079742,15.927399,15.417633
1982-06-22 06:00:00,13.730499,14.351593,14.847687,12.949249,12.2656555
1982-06-23 06:00:00,13.395416,13.032135,11.952057,12.190338,10.870026
1982-06-24 06:00:00,11.312775,10.908478,8.832306,9.304962,7.5002747
1982-06-25 06:00:00,13.793854,14.120026,12.723541,12.651276,11.6805725
1982-06-26 06:00:00,13.674957,13.610504,11.446442,12.626129,10.571442
1982-06-27 06:00:00,13.730621,12.988434,11.000153,12.347809,11.129059
1982-06-28 06:00:00,14.364288,12.151398,10.454132,11.920929,9.493195
1982-06-29 06:00:00,12.988556,14.646759,13.986603,12.107697,12.60379
1982-06-30 06:00:00,11.119537,12.281647,10.014069,8.822662,8.717194
1982-07-01 06:00:00,13.990509,14.500275,13.945587,13.580353,13.771759
1982-07-02 06:00:00,14.810455,15.849518,16.28897,14.105377,15.13858
1982-07-03 06:00:00,14.922028,13.927887,13.189606,13.814606,11.875153
1982-07-04 06:00:00,13.780304,13.379913,11.024445,11.854523,11.032257
1982-07-05 06:00:00,16.013092,16.74356,17.397858,14.743561,14.542389
1982-07-06 06:00:00,16.482208,16.316193,17.650177,16.579865,16.310333
1982-07-07 06:00:00,17.423492,17.835602,19.48404,17.13443,16.823883
1982-07-08 06:00:00,16.584503,16.67044,18.096222,16.553253,17.45755
1982-07-09 06:00:00,16.062286,15.847443,15.075958,15.2517395,13.859161
1982-07-10 06:00:00,15.13504,14.164337,13.373322,14.031525,14.42215
1982-07-11 06:00:00,14.35965,14.340118,14.517853,13.129181,13.369415
1982-07-12 06:00:00,15.083405,14.40567,12.770905,14.03653,12.263092
1982-07-13 06:00:00,14.741852,14.577789,13.667633,13.892242,12.610992
1982-07-14 06:00:00,14.368805,14.224274,13.093414,13.507477,11.66568
1982-07-15 06:00:00,15.110504,14.608551,12.038239,14.346832,12.723785
1982-07-16 06:00:00,15.68985,15.100006,14.275787,14.369537,13.303131
1982-07-17 06:00:00,16.486237,16.533112,15.60733,16.271393,14.747955
1982-07-18 06:00:00,16.655792,15.6440735,14.966339,15.427277,14.606964
1982-07-19 06:00:00,16.200714,16.456573,16.230011,16.011261,14.493683
1982-07-20 06:00:00,14.530426,13.993317,13.686676,12.702301,13.204254
1982-07-21 06:00:00,15.023346,14.876862,13.431549,13.829987,12.406158
1982-07-22 06:00:00,15.584869,13.659088,12.04776,14.350494,12.561432
1982-07-23 06:00:00,14.943756,13.7211,12.344147,13.580475,12.4086
1982-07-24 06:00:00,15.727936,14.934967,13.227936,14.673248,13.554108
1982-07-25 06:00:00,15.334381,14.654694,12.1527405,12.924225,12.885162
1982-07-26 06:00:00,15.759308,14.638214,14.333527,14.302277,13.931183
1982-07-27 06:00:00,15.434479,16.059479,16.221588,15.4930725,13.928619
1982-07-28 06:00:00,15.70047,15.802032,15.727814,15.380157,14.598907
1982-07-29 06:00:00,15.94754,16.439728,15.080353,14.631134,12.988556
1982-07-30 06:00:00,14.956451,14.710358,12.886139,14.065826,12.882233
1982-07-31 06:00:00,13.610504,13.419098,12.003082,12.407379,10.743317
1982-08-01 06:00:00,16.32608,14.828033,14.568268,14.445221,14.105377
1982-08-02 06:00:00,15.846832,15.723785,15.139801,14.960114,13.780426
1982-08-03 06:00:00,15.854401,15.151276,13.6493225,14.723541,13.293854
1982-08-04 06:00:00,15.080109,14.615265,13.191437,13.806671,13.419952
1982-08-05 06:00:00,15.108673,14.612579,12.071564,12.991486,12.221954
1982-08-06 06:00:00,15.812408,15.615143,14.61319,14.76944,14.259674
1982-08-07 06:00:00,15.313385,15.592682,13.334869,14.006744,13.731354
1982-08-08 06:00:00,14.923492,14.083649,9.548492,12.653961,10.960602
1982-08-09 06:00:00,16.316315,15.869049,11.839752,14.986237,13.753815
1982-08-10 06:00:00,16.203766,16.953766,12.992828,14.346344,13.695953
1982-08-11 06:00:00,16.547516,17.678375,13.445953,15.3229065,13.527985
1982-08-12 06:00:00,17.315826,17.245514,17.704498,16.36856,14.53653
1982-08-13 06:00:00,16.512115,17.211334,17.250397,16.006256,15.398834
1982-08-14 06:00:00,13.23526,14.307526,11.942291,11.5086975,12.256744
1982-08-15 06:00:00,15.434845,14.807892,13.675079,13.850861,12.423126
1982-08-16 06:00:00,13.408966,15.057404,15.324982,12.740997,13.701935
1982-08-17 06:00:00,16.933258,14.747711,12.339508,14.88443,12.730133
1982-08-18 06:00:00,16.279816,15.891144,14.387238,14.789581,14.70755
1982-08-19 06:00:00,15.802765,15.072296,14.173859,14.123077,13.3906555
1982-08-20 06:00:00,15.864166,17.575104,16.63565,15.059479,13.782135
1982-08-21 06:00:00,14.430939,13.852814,10.208282,12.186798,10.985626
1982-08-22 06:00:00,15.059967,14.602936,12.126373,12.270905,10.456451
1982-08-23 06:00:00,15.80838,15.8767395,14.281036,13.991974,13.044708
1982-08-24 06:00:00,14.805084,14.836334,11.992584,12.769928,12.057037
1982-08-25 06:00:00,14.388336,15.472321,13.689117,12.124664,11.456696
1982-08-26 06:00:00,15.605621,16.547028,14.738434,15.338043,14.662262
1982-08-27 06:00:00,13.669342,13.22403,10.847076,11.018951,10.84903
1982-08-28 06:00:00,14.144806,14.013947,12.412384,12.783478,11.832306
1982-08-29 06:00:00,13.375885,13.221588,13.020416,11.815338,11.3211975
1982-08-30 06:00:00,16.229645,15.891754,14.413239,14.872223,13.540192
1982-08-31 06:00:00,13.953033,13.822174,10.525299,11.847565,10.872955
1982-09-01 06:00:00,14.730377,14.001862,9.236237,12.736237,10.822174
1982-09-02 06:00:00,15.617096,14.560455,10.011627,13.747955,11.587799
1982-09-03 06:00:00,15.853912,15.642975,10.771881,13.12735,12.109772
1982-09-04 06:00:00,15.389313,15.79361,12.164703,13.5104065,11.57486
1982-09-05 06:00:00,15.694733,15.306061,15.321686,13.554108,11.768951
1982-09-06 06:00:00,13.794952,13.5625305,11.695343,11.519562,10.503937
1982-09-07 06:00:00,14.056305,13.056305,7.9723206,12.060211,10.794586
1982-09-08 06:00:00,14.555328,14.707672,10.805328,12.328766,11.469391
1982-09-09 06:00:00,15.928375,14.082672,13.4479065,14.41275,13.988922
1982-09-10 06:00:00,13.868683,13.980011,15.571808,12.950714,13.063995
1982-09-11 06:00:00,15.619537,15.379303,14.555084,14.588287,14.031647
1982-09-12 06:00:00,13.559113,15.965363,13.889191,12.600128,12.994659
1982-09-13 06:00:00,15.549225,17.041412,13.459381,13.648834,12.8714905
1982-09-14 06:00:00,15.91861,15.03775,15.48111,13.988922,12.393219
1982-09-15 06:00:00,16.26236,18.31314,16.588531,15.451813,15.04361
1982-09-16 06:00:00,15.6839905,15.4086,15.744537,14.842194,14.135162
1982-09-17 06:00:00,16.935211,16.808258,15.075836,15.22818,13.855133
1982-09-18 06:00:00,16.739777,17.077667,15.8471985,15.333527,14.77298
1982-09-19 06:00:00,16.465485,17.53775,15.817047,15.035797,15.2291565
1982-09-20 06:00:00,16.756012,16.500153,15.232574,15.693512,14.683746
1982-09-21 06:00:00,15.670685,15.912872,15.032013,14.65506,14.205841
1982-09-22 06:00:00,15.992584,15.9086,15.4964905,15.5433655,14.570709
1982-09-23 06:00:00,13.634308,13.224152,12.942902,12.196808,11.370636
1982-09-24 06:00:00,15.07901,14.772369,12.9618225,13.840729,12.030182
1982-09-25 06:00:00,12.60257,13.40921,12.059601,11.424835,10.50882
1982-09-26 06:00:00,12.914703,12.863922,10.8697815,11.815094,9.7291565
1982-09-27 06:00:00,14.962555,14.782867,12.331696,13.843414,11.554352
